CMDLINE /home/j/anaconda3/bin/python linear_bgr.py thejohnhoffer/minerva-lib-python@4207e2aa717796a2f63a231d034c8a23db15bbcc
MEM 1.617188 1524497263.8506
MEM 21.792969 1524497263.9509
MEM 35.570312 1524497264.0511
MEM 45.359375 1524497264.1514
MEM 54.679688 1524497264.2516
MEM 79.730469 1524497264.3519
MEM 138.542969 1524497264.4522
MEM 143.437500 1524497264.5525
MEM 121.605469 1524497264.6527
MEM 119.605469 1524497264.7530
MEM 121.589844 1524497264.8533
MEM 122.589844 1524497264.9535
MEM 133.562500 1524497265.0538
MEM 106.605469 1524497265.1541
MEM 106.398438 1524497265.2544
MEM 117.589844 1524497265.3547
MEM 118.589844 1524497265.4550
MEM 121.589844 1524497265.5553
MEM 123.605469 1524497265.6555
MEM 127.132812 1524497265.7558
MEM 126.757812 1524497265.8561
MEM 118.605469 1524497265.9563
MEM 80.101562 1524497266.0566
MEM 117.589844 1524497266.1569
MEM 118.589844 1524497266.2571
MEM 121.589844 1524497266.3574
MEM 120.605469 1524497266.4576
MEM 157.492188 1524497266.5579
MEM 142.718750 1524497266.6582
MEM 98.117188 1524497266.7585
MEM 94.589844 1524497266.8587
MEM 116.996094 1524497266.9589
MEM 122.902344 1524497267.0592
MEM 120.933594 1524497267.1594
MEM 122.902344 1524497267.2597
MEM 120.933594 1524497267.3599
MEM 122.902344 1524497267.4602
MEM 120.933594 1524497267.5604
