CMDLINE python linear_bgr.py thejohnhoffer/minerva-lib-python@4207e2aa717796a2f63a231d034c8a23db15bbcc
MEM 0.769531 1524501374.8154
MEM 44.562500 1524501374.9157
MEM 56.710938 1524501375.0160
MEM 70.648438 1524501375.1162
MEM 74.125000 1524501375.2165
MEM 78.878906 1524501375.3168
MEM 81.691406 1524501375.4171
MEM 112.621094 1524501375.5173
MEM 95.363281 1524501375.6176
MEM 95.363281 1524501375.7179
MEM 130.335938 1524501375.8182
MEM 90.472656 1524501375.9186
MEM 90.472656 1524501376.0188
MEM 118.867188 1524501376.1191
MEM 126.488281 1524501376.2194
MEM 147.089844 1524501376.3197
MEM 129.488281 1524501376.4200
MEM 129.488281 1524501376.5204
MEM 121.250000 1524501376.6207
MEM 128.488281 1524501376.7210
MEM 128.488281 1524501376.8213
MEM 123.488281 1524501376.9216
MEM 127.488281 1524501377.0219
MEM 127.488281 1524501377.1222
MEM 118.488281 1524501377.2225
MEM 81.917969 1524501377.3228
MEM 120.589844 1524501377.4232
MEM 138.515625 1524501377.5235
MEM 122.675781 1524501377.6238
MEM 135.976562 1524501377.7241
MEM 87.675781 1524501377.8244
MEM 88.441406 1524501377.9248
MEM 135.468750 1524501378.0251
MEM 128.675781 1524501378.1254
MEM 128.675781 1524501378.2257
MEM 144.429688 1524501378.3260
MEM 87.675781 1524501378.4263
MEM 118.867188 1524501378.5266
MEM 141.531250 1524501378.6269
MEM 89.675781 1524501378.7272
MEM 106.285156 1524501378.8275
MEM 126.472656 1524501378.9277
MEM 126.472656 1524501379.0280
MEM 138.992188 1524501379.1283
MEM 86.472656 1524501379.2286
MEM 86.472656 1524501379.3289
MEM 121.015625 1524501379.4292
MEM 122.472656 1524501379.5296
MEM 121.851562 1524501379.6299
MEM 87.472656 1524501379.7302
MEM 88.238281 1524501379.8305
MEM 125.488281 1524501379.9309
MEM 128.488281 1524501380.0311
MEM 133.121094 1524501380.1314
MEM 150.171875 1524501380.2317
MEM 88.238281 1524501380.3320
MEM 135.640625 1524501380.4322
MEM 128.488281 1524501380.5325
MEM 128.488281 1524501380.6328
MEM 131.734375 1524501380.7331
MEM 127.488281 1524501380.8334
MEM 127.488281 1524501380.9337
MEM 136.695312 1524501381.0340
MEM 85.472656 1524501381.1342
MEM 97.417969 1524501381.2345
MEM 105.097656 1524501381.3348
MEM 105.097656 1524501381.4351
MEM 134.625000 1524501381.5354
MEM 87.160156 1524501381.6357
MEM 114.546875 1524501381.7360
MEM 115.925781 1524501381.8362
MEM 115.925781 1524501381.9365
MEM 123.890625 1524501382.0368
MEM 122.816406 1524501382.1370
MEM 150.468750 1524501382.2373
MEM 86.394531 1524501382.3376
MEM 110.363281 1524501382.4379
MEM 140.671875 1524501382.5382
MEM 114.941406 1524501382.6385
MEM 122.816406 1524501382.7388
MEM 81.707031 1524501382.8391
