CMDLINE python linear_bgr.py thejohnhoffer/minerva-lib-python@2d49506f33b9b8437fad375d946a3b0692e8248c
MEM 1.546875 1524501564.2110
MEM 44.140625 1524501564.3112
MEM 56.234375 1524501564.4115
MEM 69.144531 1524501564.5117
MEM 73.554688 1524501564.6120
MEM 80.238281 1524501564.7122
MEM 87.960938 1524501564.8125
MEM 85.593750 1524501564.9128
MEM 89.093750 1524501565.0130
MEM 91.093750 1524501565.1133
MEM 91.093750 1524501565.2135
MEM 90.078125 1524501565.3138
MEM 87.078125 1524501565.4140
MEM 88.093750 1524501565.5142
MEM 90.296875 1524501565.6145
MEM 88.343750 1524501565.7147
MEM 90.093750 1524501565.8150
MEM 88.078125 1524501565.9153
MEM 90.078125 1524501566.0155
MEM 81.585938 1524501566.1158
MEM 88.910156 1524501566.2160
MEM 95.945312 1524501566.3163
MEM 90.093750 1524501566.4166
MEM 88.078125 1524501566.5168
MEM 90.078125 1524501566.6171
MEM 89.093750 1524501566.7173
MEM 93.500000 1524501566.8176
MEM 96.593750 1524501566.9178
MEM 95.644531 1524501567.0181
MEM 95.609375 1524501567.1184
MEM 97.562500 1524501567.2186
MEM 98.597656 1524501567.3189
